"Município";"Pib"
"Campina das Missões (RS)";"239168"
"Campinas do Sul (RS)";"399402"
"Campo Bom (RS)";"3600068"
"Campo Novo (RS)";"325738"
"Campos Borges (RS)";"150033"
"Candelária (RS)";"1078186"
"Cândido Godói (RS)";"358436"
"Candiota (RS)";"2744006"
"Canela (RS)";"1595255"
"Canguçu (RS)";"1660002"
"Canoas (RS)";"21995362"
"Canudos do Vale (RS)";"67987"
"Capão Bonito do Sul (RS)";"342052"
"Capão da Canoa (RS)";"1966012"
"Capão do Cipó (RS)";"644964"
"Capão do Leão (RS)";"830082"
"Capivari do Sul (RS)";"386832"
"Capela de Santana (RS)";"298585"
"Capitão (RS)";"95378"
"Carazinho (RS)";"3846847"
"Caraá (RS)";"165659"
"Carlos Barbosa (RS)";"3529578"
"Carlos Gomes (RS)";"70447"
"Casca (RS)";"717919"
"Caseiros (RS)";"199196"
"Catuípe (RS)";"638109"
"Caxias do Sul (RS)";"31688460"
"Centenário (RS)";"120778"
"Cerrito (RS)";"161327"
"Cerro Branco (RS)";"90158"
"Cerro Grande (RS)";"74561"
"Cerro Grande do Sul (RS)";"203183"
"Cerro Largo (RS)";"796775"
"Chapada (RS)";"741826"
"Charqueadas (RS)";"1736974"
"Charrua (RS)";"149351"
"Chiapetta (RS)";"388835"
"Chuí (RS)";"370301"
"Chuvisca (RS)";"129739"
"Cidreira (RS)";"362059"
"Ciríaco (RS)";"264360"
"Colinas (RS)";"87209"
"Colorado (RS)";"338157"
"Condor (RS)";"624705"
"Constantina (RS)";"432348"
"Coqueiro Baixo (RS)";"52163"
"Coqueiros do Sul (RS)";"190144"
"Coronel Barros (RS)";"226125"
"Coronel Bicaco (RS)";"515152"
"Coronel Pilar (RS)";"49059"
"Cotiporã (RS)";"167928"
"Coxilha (RS)";"422464"
"Crissiumal (RS)";"508976"
"Cristal (RS)";"308906"
"Cristal do Sul (RS)";"94740"
"Cruz Alta (RS)";"4609384"
"Cruzaltense (RS)";"144763"
"Cruzeiro do Sul (RS)";"533002"
"David Canabarro (RS)";"229362"
"Derrubadas (RS)";"148407"
"Dezesseis de Novembro (RS)";"57174"
"Dilermando de Aguiar (RS)";"267901"
"Dois Irmãos (RS)";"2188540"
"Dois Irmãos das Missões (RS)";"199194"
"Dois Lajeados (RS)";"172601"
"Dom Feliciano (RS)";"356857"
"Dom Pedro de Alcântara (RS)";"65533"
"Dom Pedrito (RS)";"2210941"
"Dona Francisca (RS)";"106596"
"Doutor Maurício Cardoso (RS)";"260796"
"Doutor Ricardo (RS)";"78890"
"Eldorado do Sul (RS)";"2120258"
"Encantado (RS)";"1168355"
"Encruzilhada do Sul (RS)";"1080943"
"Engenho Velho (RS)";"73213"
"Entre-Ijuís (RS)";"687576"
"Entre Rios do Sul (RS)";"207516"
"Erebango (RS)";"180478"
"Erechim (RS)";"6882611"
"Ernestina (RS)";"265548"
"Herval (RS)";"253606"
"Erval Grande (RS)";"150882"
"Erval Seco (RS)";"353967"
"Esmeralda (RS)";"392859"
"Esperança do Sul (RS)";"116730"
"Espumoso (RS)";"1113102"
"Estação (RS)";"350706"
"Estância Velha (RS)";"1875488"
"Esteio (RS)";"3749878"
"Estrela (RS)";"2171441"
"Estrela Velha (RS)";"197414"
"Eugênio de Castro (RS)";"405443"
"Fagundes Varela (RS)";"197918"
"Farroupilha (RS)";"4398447"
"Faxinal do Soturno (RS)";"270105"
"Faxinalzinho (RS)";"103166"
"Fazenda Vilanova (RS)";"140822"
"Feliz (RS)";"589352"
"Flores da Cunha (RS)";"2538136"
"Floriano Peixoto (RS)";"103058"
"Fontoura Xavier (RS)";"227468"
"Formigueiro (RS)";"302799"
"Forquetinha (RS)";"58939"
"Fortaleza dos Valos (RS)";"564771"
"Frederico Westphalen (RS)";"1430606"
"Garibaldi (RS)";"2997963"
"Garruchos (RS)";"200966"
"Gaurama (RS)";"282771"
"General Câmara (RS)";"276372"
"Gentil (RS)";"190647"
"Getúlio Vargas (RS)";"793661"
"Giruá (RS)";"1202941"
"Glorinha (RS)";"461885"
"Gramado (RS)";"2658018"
"Gramado dos Loureiros (RS)";"94579"
"Gramado Xavier (RS)";"109481"
"Gravataí (RS)";"10261618"
"Guabiju (RS)";"132787"
"Guaíba (RS)";"8284804"
"Guaporé (RS)";"1149050"
"Guarani das Missões (RS)";"362623"
"Harmonia (RS)";"245496"
"Herveiras (RS)";"71142"
"Horizontina (RS)";"2608192"
"Hulha Negra (RS)";"314486"
"Humaitá (RS)";"229248"
"Ibarama (RS)";"112226"
"Ibiaçá (RS)";"367294"
"Ibiraiaras (RS)";"399691"
"Ibirapuitã (RS)";"213521"
"Ibirubá (RS)";"1722053"
"Igrejinha (RS)";"1888880"
"Ijuí (RS)";"5190378"
"Ilópolis (RS)";"140569"
"Imbé (RS)";"626814"
"Imigrante (RS)";"519189"
"Independência (RS)";"494164"
"Inhacorá (RS)";"110556"
"Ipê (RS)";"298581"
"Ipiranga do Sul (RS)";"177628"
"Iraí (RS)";"254491"
"Itaara (RS)";"286658"
"Itacurubi (RS)";"246285"
"Itapuca (RS)";"94234"
"Itaqui (RS)";"2186921"
"Itati (RS)";"86738"
"Itatiba do Sul (RS)";"81706"
"Ivorá (RS)";"71910"
"Ivoti (RS)";"1180383"
"Jaboticaba (RS)";"136729"
"Jacuizinho (RS)";"224026"
"Jacutinga (RS)";"232300"
"Jaguarão (RS)";"1059392"
"Jaguari (RS)";"378018"
"Jaquirana (RS)";"94041"
"Jari (RS)";"469005"
"Jóia (RS)";"975407"
"Júlio de Castilhos (RS)";"1925171"
"Lagoa Bonita do Sul (RS)";"68915"
"Lagoão (RS)";"154689"
"Lagoa dos Três Cantos (RS)";"157139"
"Lagoa Vermelha (RS)";"1513400"
"Lajeado (RS)";"5596169"
"Lajeado do Bugre (RS)";"74874"
"Lavras do Sul (RS)";"497626"
"Liberato Salzano (RS)";"172442"
"Lindolfo Collor (RS)";"365848"
"Linha Nova (RS)";"65579"
"Machadinho (RS)";"272823"
"Maçambará (RS)";"582041"
"Mampituba (RS)";"70213"
"Manoel Viana (RS)";"546970"
"Maquiné (RS)";"190483"
"Maratá (RS)";"80816"
"Marau (RS)";"3060013"
"Marcelino Ramos (RS)";"167824"
"Mariana Pimentel (RS)";"104495"
"Mariano Moro (RS)";"72887"
"Marques de Souza (RS)";"124134"
"Mata (RS)";"169005"
"Mato Castelhano (RS)";"168254"
"Mato Leitão (RS)";"180535"
"Mato Queimado (RS)";"88446"
"Maximiliano de Almeida (RS)";"161122"
"Minas do Leão (RS)";"279176"
"Miraguaí (RS)";"190385"
"Montauri (RS)";"98137"
"Monte Alegre dos Campos (RS)";"109729"
"Monte Belo do Sul (RS)";"94434"
"Montenegro (RS)";"5752330"
"Mormaço (RS)";"153333"
"Morrinhos do Sul (RS)";"81465"
"Morro Redondo (RS)";"132443"
"Morro Reuter (RS)";"274166"
"Mostardas (RS)";"643323"
"Muçum (RS)";"301851"
"Muitos Capões (RS)";"1122084"
"Muliterno (RS)";"91988"
"Não-Me-Toque (RS)";"2207531"
"Nicolau Vergueiro (RS)";"146251"
"Nonoai (RS)";"525504"
"Nova Alvorada (RS)";"236574"
"Nova Araçá (RS)";"327225"
"Nova Bassano (RS)";"802206"
"Nova Boa Vista (RS)";"145342"
"Nova Bréscia (RS)";"141143"
"Nova Candelária (RS)";"229430"
"Nova Esperança do Sul (RS)";"172365"
"Nova Hartz (RS)";"805694"
"Nova Pádua (RS)";"100211"
"Nova Palma (RS)";"382687"
"Nova Petrópolis (RS)";"972684"
"Nova Prata (RS)";"1730037"
"Nova Ramada (RS)";"304677"
"Nova Roma do Sul (RS)";"169304"
"Nova Santa Rita (RS)";"2487515"
"Novo Cabrais (RS)";"133170"
"Novo Hamburgo (RS)";"10037889"
"Novo Machado (RS)";"186353"
"Novo Tiradentes (RS)";"74728"
"Novo Xingu (RS)";"75033"
"Novo Barreiro (RS)";"135199"
"Osório (RS)";"1819024"
"Paim Filho (RS)";"167644"
"Palmares do Sul (RS)";"735603"
"Palmeira das Missões (RS)";"2215050"
"Palmitinho (RS)";"271641"
"Panambi (RS)";"3167743"
"Pantano Grande (RS)";"533687"
"Paraí (RS)";"424445"
"Paraíso do Sul (RS)";"207384"
"Pareci Novo (RS)";"136434"
"Parobé (RS)";"1390312"
"Passa Sete (RS)";"132982"
"Passo do Sobrado (RS)";"229640"
"Passo Fundo (RS)";"12552833"
"Paulo Bento (RS)";"195869"
"Paverama (RS)";"242456"
"Pedras Altas (RS)";"386189"
"Pedro Osório (RS)";"270650"
"Pejuçara (RS)";"464211"
"Pelotas (RS)";"10778119"
"Picada Café (RS)";"386451"
"Pinhal (RS)";"123341"
"Pinhal da Serra (RS)";"304723"
"Pinhal Grande (RS)";"931832"
"Pinheirinho do Vale (RS)";"131547"
"Pinheiro Machado (RS)";"397723"
"Pinto Bandeira (RS)";"74285"
"Pirapó (RS)";"94670"
"Piratini (RS)";"880273"
"Planalto (RS)";"252506"
"Poço das Antas (RS)";"131756"
"Pontão (RS)";"403316"
"Ponte Preta (RS)";"96048"
"Portão (RS)";"1662398"
"Porto Alegre (RS)";"81562848"
"Porto Lucena (RS)";"135661"
"Porto Mauá (RS)";"89349"
"Porto Vera Cruz (RS)";"45211"
"Porto Xavier (RS)";"210925"
"Pouso Novo (RS)";"61419"
"Presidente Lucena (RS)";"213812"
"Progresso (RS)";"166516"
"Protásio Alves (RS)";"93263"
"Putinga (RS)";"133442"
"Quaraí (RS)";"625749"
"Quatro Irmãos (RS)";"185962"
"Quevedos (RS)";"299302"
"Quinze de Novembro (RS)";"255120"
"Redentora (RS)";"232903"
"Relvado (RS)";"82687"
"Restinga Sêca (RS)";"673420"
"Rio dos Índios (RS)";"136484"
"Rio Grande (RS)";"13282154"
"Rio Pardo (RS)";"1390518"
"Riozinho (RS)";"155848"
"Roca Sales (RS)";"576081"
"Rodeio Bonito (RS)";"279278"
"Rolador (RS)";"161912"
"Rolante (RS)";"731607"
"Ronda Alta (RS)";"471552"
"Rondinha (RS)";"268873"
"Roque Gonzales (RS)";"437025"
"Rosário do Sul (RS)";"1381969"
"Sagrada Família (RS)";"82615"
"Saldanha Marinho (RS)";"254247"
"Salto do Jacuí (RS)";"1213455"
"Salvador das Missões (RS)";"178468"
"Salvador do Sul (RS)";"337661"
"Sananduva (RS)";"843823"
"Santa Bárbara do Sul (RS)";"1336027"
"Santa Cecília do Sul (RS)";"143879"
"Santa Clara do Sul (RS)";"339105"
"Santa Cruz do Sul (RS)";"9815170"
"Santa Maria (RS)";"9562027"
"Santa Maria do Herval (RS)";"279408"
"Santa Margarida do Sul (RS)";"361014"
"Santana da Boa Vista (RS)";"364899"
"Sant'Ana do Livramento (RS)";"2823913"
"Santa Rosa (RS)";"3732037"
"Santa Tereza (RS)";"49850"
"Santa Vitória do Palmar (RS)";"1755622"
"Santiago (RS)";"2021444"
"Santo Ângelo (RS)";"3180262"
"Santo Antônio do Palma (RS)";"119796"
"Santo Antônio da Patrulha (RS)";"1680497"
"Santo Antônio das Missões (RS)";"673944"
"Santo Antônio do Planalto (RS)";"189468"
"Santo Augusto (RS)";"848436"
"Santo Cristo (RS)";"784068"
"Santo Expedito do Sul (RS)";"128952"
"São Borja (RS)";"2570755"
"São Domingos do Sul (RS)";"123435"
"São Francisco de Assis (RS)";"804119"
"São Francisco de Paula (RS)";"1026513"
"São Gabriel (RS)";"2723183"
"São Jerônimo (RS)";"667010"
"São João da Urtiga (RS)";"184148"
"São João do Polêsine (RS)";"104817"
"São Jorge (RS)";"133331"
"São José das Missões (RS)";"93350"
"São José do Herval (RS)";"59112"
"São José do Hortêncio (RS)";"117865"
"São José do Inhacorá (RS)";"183793"
"São José do Norte (RS)";"792698"
"São José do Ouro (RS)";"463017"
"São José do Sul (RS)";"94018"
"São José dos Ausentes (RS)";"155631"
"São Leopoldo (RS)";"10855366"
"São Lourenço do Sul (RS)";"1701063"
"São Luiz Gonzaga (RS)";"1903777"
"São Marcos (RS)";"1145389"
"São Martinho (RS)";"354028"
"São Martinho da Serra (RS)";"336098"
"São Miguel das Missões (RS)";"867928"
"São Nicolau (RS)";"228045"
"São Paulo das Missões (RS)";"200547"
"São Pedro da Serra (RS)";"113227"
"São Pedro das Missões (RS)";"114177"
"São Pedro do Butiá (RS)";"161663"
"São Pedro do Sul (RS)";"532255"
"São Sebastião do Caí (RS)";"899457"
"São Sepé (RS)";"1331316"
"São Valentim (RS)";"135540"
"São Valentim do Sul (RS)";"95575"
"São Valério do Sul (RS)";"90429"
"São Vendelino (RS)";"95747"
"São Vicente do Sul (RS)";"730553"
"Sapiranga (RS)";"3615584"
"Sapucaia do Sul (RS)";"4204060"
"Sarandi (RS)";"1299134"
"Seberi (RS)";"617243"
"Sede Nova (RS)";"157534"
"Segredo (RS)";"163087"
"Selbach (RS)";"375173"
"Senador Salgado Filho (RS)";"149058"
"Sentinela do Sul (RS)";"136266"
"Serafina Corrêa (RS)";"782299"
"Sério (RS)";"59571"
"Sertão (RS)";"534501"
"Sertão Santana (RS)";"314766"
"Sete de Setembro (RS)";"105651"
"Severiano de Almeida (RS)";"149412"
"Silveira Martins (RS)";"86630"
"Sinimbu (RS)";"213480"
"Sobradinho (RS)";"438641"
"Soledade (RS)";"1405191"
"Tabaí (RS)";"142085"
"Tapejara (RS)";"1644543"
"Tapera (RS)";"640273"
"Tapes (RS)";"603911"
"Taquara (RS)";"1568872"
"Taquari (RS)";"1094080"
"Taquaruçu do Sul (RS)";"188857"
"Tavares (RS)";"124253"
"Tenente Portela (RS)";"579213"
"Terra de Areia (RS)";"291338"
"Teutônia (RS)";"1576004"
"Tio Hugo (RS)";"174783"
"Tiradentes do Sul (RS)";"196241"
"Toropi (RS)";"101333"
"Torres (RS)";"1382097"
"Tramandaí (RS)";"1234544"
"Travesseiro (RS)";"78087"
"Três Arroios (RS)";"141196"
"Três Cachoeiras (RS)";"308568"
"Três Coroas (RS)";"805145"
"Três de Maio (RS)";"1353671"
"Três Forquilhas (RS)";"64218"
"Três Palmeiras (RS)";"178529"
"Três Passos (RS)";"1033028"
"Trindade do Sul (RS)";"351369"
"Triunfo (RS)";"12982386"
"Tucunduva (RS)";"259330"
"Tunas (RS)";"120844"
"Tupanci do Sul (RS)";"94727"
"Tupanciretã (RS)";"2052009"
"Tupandi (RS)";"533592"
"Tuparendi (RS)";"383533"
"Turuçu (RS)";"163726"
"Ubiretama (RS)";"110732"
"União da Serra (RS)";"91173"
"Unistalda (RS)";"149066"
"Uruguaiana (RS)";"3717091"
"Vacaria (RS)";"3245665"
"Vale Verde (RS)";"130452"
"Vale do Sol (RS)";"272712"
"Vale Real (RS)";"198293"
"Vanini (RS)";"94775"
"Venâncio Aires (RS)";"3732030"
"Vera Cruz (RS)";"826716"
"Veranópolis (RS)";"1738702"
"Vespasiano Corrêa (RS)";"119439"
"Viadutos (RS)";"204581"
"Viamão (RS)";"4335050"
"Vicente Dutra (RS)";"126513"
"Victor Graeff (RS)";"295870"
"Vila Flores (RS)";"297552"
"Vila Lângaro (RS)";"168931"
"Vila Maria (RS)";"389405"
"Vila Nova do Sul (RS)";"195941"
"Vista Alegre (RS)";"137063"
"Vista Alegre do Prata (RS)";"85228"
"Vista Gaúcha (RS)";"103512"
"Vitória das Missões (RS)";"159527"
"Westfália (RS)";"264839"
"Xangri-lá (RS)";"733151"
"Água Clara (MS)";"1235229"
"Alcinópolis (MS)";"237740"
"Amambai (MS)";"1766207"
"Anastácio (MS)";"696967"
"Anaurilândia (MS)";"416841"
"Angélica (MS)";"1184828"
"Antônio João (MS)";"727455"
"Aparecida do Taboado (MS)";"1393783"
"Aquidauana (MS)";"1204977"
"Aral Moreira (MS)";"1021642"
"Bandeirantes (MS)";"759094"
"Bataguassu (MS)";"1049030"
"Batayporã (MS)";"603207"
"Bela Vista (MS)";"976922"
"Bodoquena (MS)";"351966"
"Bonito (MS)";"1204313"
"Brasilândia (MS)";"861259"
"Caarapó (MS)";"2098085"
"Camapuã (MS)";"637046"
"Campo Grande (MS)";"34731151"
"Caracol (MS)";"179621"
"Cassilândia (MS)";"782983"
"Chapadão do Sul (MS)";"2430147"
"Corguinho (MS)";"150318"
"Coronel Sapucaia (MS)";"354012"
"Corumbá (MS)";"3907866"
"Costa Rica (MS)";"2096742"
"Coxim (MS)";"1117659"
"Deodápolis (MS)";"494378"
"Dois Irmãos do Buriti (MS)";"332159"
"Douradina (MS)";"200982"
"Dourados (MS)";"12595690"
"Eldorado (MS)";"557523"
"Fátima do Sul (MS)";"648925"
"Figueirão (MS)";"143408"
"Glória de Dourados (MS)";"306052"
"Guia Lopes da Laguna (MS)";"364269"
"Iguatemi (MS)";"811297"
"Inocência (MS)";"406233"
"Itaporã (MS)";"1181095"
"Itaquiraí (MS)";"1245196"
"Ivinhema (MS)";"1721113"
"Japorã (MS)";"167493"
"Jaraguari (MS)";"378029"
"Jardim (MS)";"826472"
"Jateí (MS)";"478439"
"Juti (MS)";"464266"
"Ladário (MS)";"383759"
"Laguna Carapã (MS)";"1017180"
"Maracaju (MS)";"4048673"
"Miranda (MS)";"661176"
"Mundo Novo (MS)";"778607"
"Naviraí (MS)";"3013280"
"Nioaque (MS)";"472626"
"Nova Alvorada do Sul (MS)";"1963622"
"Nova Andradina (MS)";"3084594"
"Novo Horizonte do Sul (MS)";"281446"
"Paraíso das Águas (MS)";"1064299"
"Paranaíba (MS)";"1647937"
"Paranhos (MS)";"294548"
"Pedro Gomes (MS)";"279518"
"Ponta Porã (MS)";"5024604"
"Porto Murtinho (MS)";"476904"
"Ribas do Rio Pardo (MS)";"1895304"
"Rio Brilhante (MS)";"3731046"
"Rio Negro (MS)";"134317"
"Rio Verde de Mato Grosso (MS)";"633234"
"Rochedo (MS)";"280438"
"Santa Rita do Pardo (MS)";"472670"
"São Gabriel do Oeste (MS)";"2231788"
"Sete Quedas (MS)";"384673"
"Selvíria (MS)";"1723194"
"Sidrolândia (MS)";"3207170"
"Sonora (MS)";"881057"
"Tacuru (MS)";"320138"
"Taquarussu (MS)";"182235"
"Terenos (MS)";"761171"
"Três Lagoas (MS)";"13058332"
"Vicentina (MS)";"314115"
"Acorizal (MT)";"109162"
"Água Boa (MT)";"2000669"
"Alta Floresta (MT)";"2111882"
"Alto Araguaia (MT)";"1172926"
"Alto Boa Vista (MT)";"264046"
"Alto Garças (MT)";"1197646"
"Alto Paraguai (MT)";"166648"
"Alto Taquari (MT)";"1295818"
"Apiacás (MT)";"233848"
"Araguaiana (MT)";"126594"
"Araguainha (MT)";"28039"
"Araputanga (MT)";"655137"
"Arenápolis (MT)";"232263"
"Aripuanã (MT)";"1446102"
"Barão de Melgaço (MT)";"124620"
"Barra do Bugres (MT)";"1568905"
"Barra do Garças (MT)";"2567246"
"Bom Jesus do Araguaia (MT)";"769151"
"Brasnorte (MT)";"2087179"
"Cáceres (MT)";"2264674"
"Campinápolis (MT)";"437344"
"Campo Novo do Parecis (MT)";"6910453"
"Campo Verde (MT)";"4993082"
"Campos de Júlio (MT)";"3302547"
"Canabrava do Norte (MT)";"267192"
"Canarana (MT)";"2931502"
"Carlinda (MT)";"299375"
"Castanheira (MT)";"215114"
"Chapada dos Guimarães (MT)";"1214583"
"Cláudia (MT)";"1068396"
"Cocalinho (MT)";"297685"
"Colíder (MT)";"1269414"
"Colniza (MT)";"849114"
"Comodoro (MT)";"1258222"
"Confresa (MT)";"1530707"
"Conquista D'Oeste (MT)";"143205"
"Cotriguaçu (MT)";"326770"
"Cuiabá (MT)";"29746934"
"Curvelândia (MT)";"123845"
"Denise (MT)";"529608"
"Diamantino (MT)";"5746922"
"Dom Aquino (MT)";"673329"
"Feliz Natal (MT)";"1044898"
"Figueirópolis D'Oeste (MT)";"83626"
"Gaúcha do Norte (MT)";"1290912"
"General Carneiro (MT)";"481737"
"Glória D'Oeste (MT)";"89234"
"Guarantã do Norte (MT)";"1099235"
"Guiratinga (MT)";"727167"
"Indiavaí (MT)";"103601"
"Ipiranga do Norte (MT)";"1924887"
"Itanhangá (MT)";"721462"
"Itaúba (MT)";"419030"
"Itiquira (MT)";"2144803"
"Jaciara (MT)";"1197871"
"Jangada (MT)";"188785"
"Jauru (MT)";"348817"
"Juara (MT)";"1365628"
"Juína (MT)";"1332958"
"Juruena (MT)";"297909"
"Juscimeira (MT)";"528664"
"Lambari D'Oeste (MT)";"244980"
"Lucas do Rio Verde (MT)";"6891564"
"Luciara (MT)";"41177"
"Vila Bela da Santíssima Trindade (MT)";"639124"
"Marcelândia (MT)";"674579"
"Matupá (MT)";"1282894"
"Mirassol d'Oeste (MT)";"835683"
"Nobres (MT)";"1114914"
"Nortelândia (MT)";"325663"
"Nossa Senhora do Livramento (MT)";"387845"
"Nova Bandeirantes (MT)";"343374"
"Nova Nazaré (MT)";"140597"
"Nova Lacerda (MT)";"445610"
"Nova Santa Helena (MT)";"333258"
"Nova Brasilândia (MT)";"109136"
"Nova Canaã do Norte (MT)";"909160"
"Nova Mutum (MT)";"6036784"
"Nova Olímpia (MT)";"732123"
"Nova Ubiratã (MT)";"3270201"
"Nova Xavantina (MT)";"1033278"
"Novo Mundo (MT)";"486277"
"Novo Horizonte do Norte (MT)";"101499"
"Novo São Joaquim (MT)";"863038"
"Paranaíta (MT)";"796220"
"Paranatinga (MT)";"2135914"
"Novo Santo Antônio (MT)";"56651"
"Pedra Preta (MT)";"1575822"
"Peixoto de Azevedo (MT)";"918582"
"Planalto da Serra (MT)";"231895"
"Poconé (MT)";"709536"
"Pontal do Araguaia (MT)";"123228"
"Ponte Branca (MT)";"31235"
"Pontes e Lacerda (MT)";"2436222"
"Porto Alegre do Norte (MT)";"568701"
"Porto dos Gaúchos (MT)";"1318804"
"Porto Esperidião (MT)";"308624"
"Porto Estrela (MT)";"83561"
"Poxoréu (MT)";"1077754"
"Primavera do Leste (MT)";"6965242"
"Querência (MT)";"4259440"
"São José dos Quatro Marcos (MT)";"448527"
"Reserva do Cabaçal (MT)";"47466"
"Ribeirão Cascalheira (MT)";"756831"
"Ribeirãozinho (MT)";"188990"
"Rio Branco (MT)";"107214"
"Santa Carmem (MT)";"1032326"
"Santo Afonso (MT)";"161564"
"São José do Povo (MT)";"58964"
"São José do Rio Claro (MT)";"1465623"
"São José do Xingu (MT)";"934694"
"São Pedro da Cipa (MT)";"69288"
"Rondolândia (MT)";"114382"
"Rondonópolis (MT)";"17295644"
"Rosário Oeste (MT)";"535073"
"Santa Cruz do Xingu (MT)";"320574"
"Salto do Céu (MT)";"94322"
"Santa Rita do Trivelato (MT)";"1236067"
"Santa Terezinha (MT)";"300591"
"Santo Antônio do Leste (MT)";"1019978"
"Santo Antônio de Leverger (MT)";"819097"
"São Félix do Araguaia (MT)";"1622921"
"Sapezal (MT)";"6978731"
"Serra Nova Dourada (MT)";"74485"
"Sinop (MT)";"9623877"
"Sorriso (MT)";"12522633"
"Tabaporã (MT)";"1319830"
"Tangará da Serra (MT)";"5585259"
"Tapurah (MT)";"2007700"
"Terra Nova do Norte (MT)";"502308"
"Tesouro (MT)";"312784"
"Torixoréu (MT)";"211360"
"União do Sul (MT)";"504232"
"Vale de São Domingos (MT)";"77155"
"Várzea Grande (MT)";"9916991"
"Vera (MT)";"1291936"
"Vila Rica (MT)";"879190"
"Nova Guarita (MT)";"167439"
"Nova Marilândia (MT)";"422855"
"Nova Maringá (MT)";"1204757"
"Nova Monte Verde (MT)";"367237"
"Abadia de Goiás (GO)";"353700"
"Abadiânia (GO)";"445324"
"Acreúna (GO)";"1051834"
"Adelândia (GO)";"48793"
"Água Fria de Goiás (GO)";"533233"
"Água Limpa (GO)";"63847"
"Águas Lindas de Goiás (GO)";"2463152"
"Alexânia (GO)";"1128054"
"Aloândia (GO)";"63728"
"Alto Horizonte (GO)";"1280223"
"Alto Paraíso de Goiás (GO)";"297011"
"Alvorada do Norte (GO)";"169008"
"Amaralina (GO)";"109077"
"Americano do Brasil (GO)";"91400"
"Amorinópolis (GO)";"118903"
"Anápolis (GO)";"17788289"
"Anhanguera (GO)";"21691"
"Anicuns (GO)";"512555"
"Aparecida de Goiânia (GO)";"16979984"
"Aparecida do Rio Doce (GO)";"110072"
"Aporé (GO)";"395713"
"Araçu (GO)";"73496"
"Aragarças (GO)";"277710"
"Aragoiânia (GO)";"174315"
"Araguapaz (GO)";"180123"
"Arenópolis (GO)";"222580"
"Aruanã (GO)";"291962"
"Aurilândia (GO)";"81573"
"Avelinópolis (GO)";"68050"
"Baliza (GO)";"123238"
"Barro Alto (GO)";"1573567"
"Bela Vista de Goiás (GO)";"1480966"
"Bom Jardim de Goiás (GO)";"257660"
"Bom Jesus de Goiás (GO)";"1229633"
"Bonfinópolis (GO)";"121138"
"Bonópolis (GO)";"156630"
"Brazabrantes (GO)";"93833"
"Britânia (GO)";"198101"
"Buriti Alegre (GO)";"467717"
"Buriti de Goiás (GO)";"56916"
"Buritinópolis (GO)";"88900"
"Cabeceiras (GO)";"475939"
"Cachoeira Alta (GO)";"281679"
"Cachoeira de Goiás (GO)";"38869"
"Cachoeira Dourada (GO)";"69455"
"Caçu (GO)";"904592"
"Caiapônia (GO)";"821653"
"Caldas Novas (GO)";"3000886"
"Caldazinha (GO)";"84638"
"Campestre de Goiás (GO)";"72737"
"Campinaçu (GO)";"110500"
"Campinorte (GO)";"333013"
"Campo Alegre de Goiás (GO)";"846728"
"Campo Limpo de Goiás (GO)";"165099"
"Campos Belos (GO)";"315295"
"Campos Verdes (GO)";"56347"
"Carmo do Rio Verde (GO)";"488084"
"Castelândia (GO)";"91614"
"Catalão (GO)";"9916468"
"Caturaí (GO)";"100768"
"Cavalcante (GO)";"383000"
"Ceres (GO)";"734660"
"Cezarina (GO)";"384996"
"Chapadão do Céu (GO)";"2188716"
"Cidade Ocidental (GO)";"1006150"
"Cocalzinho de Goiás (GO)";"436319"
"Colinas do Sul (GO)";"70439"
"Córrego do Ouro (GO)";"74372"
"Corumbá de Goiás (GO)";"260241"
"Corumbaíba (GO)";"709241"
"Cristalina (GO)";"4602318"
"Cristianópolis (GO)";"120103"
"Crixás (GO)";"699319"
"Cromínia (GO)";"99558"
"Cumari (GO)";"96867"
"Damianópolis (GO)";"44977"
"Damolândia (GO)";"52496"
"Davinópolis (GO)";"583084"
"Diorama (GO)";"96842"
"Doverlândia (GO)";"400869"
"Edealina (GO)";"405203"
"Edéia (GO)";"923319"
"Estrela do Norte (GO)";"74794"
"Faina (GO)";"167592"
"Fazenda Nova (GO)";"152399"
"Firminópolis (GO)";"272114"
"Flores de Goiás (GO)";"250936"
"Formosa (GO)";"3247792"
"Formoso (GO)";"111669"
"Gameleira de Goiás (GO)";"312523"
"Divinópolis de Goiás (GO)";"91700"
"Goianápolis (GO)";"294381"
"Goiandira (GO)";"202194"
"Goianésia (GO)";"1888263"
"Goiânia (GO)";"59865990"
"Goianira (GO)";"1102687"
"Goiás (GO)";"763707"
"Goiatuba (GO)";"2169433"
"Gouvelândia (GO)";"169369"
"Guapó (GO)";"347667"
"Guaraíta (GO)";"52169"
"Guarani de Goiás (GO)";"86085"
"Guarinos (GO)";"64343"
"Heitoraí (GO)";"83875"
"Hidrolândia (GO)";"1329143"
"Hidrolina (GO)";"87743"
"Iaciara (GO)";"226513"
"Inaciolândia (GO)";"237525"
"Indiara (GO)";"656300"
"Inhumas (GO)";"1406216"
"Ipameri (GO)";"2429403"
"Ipiranga de Goiás (GO)";"69939"
"Iporá (GO)";"876296"
"Israelândia (GO)";"71461"
"Itaberaí (GO)";"1804955"
"Itaguari (GO)";"98133"
"Itaguaru (GO)";"104080"
"Itajá (GO)";"131496"
"Itapaci (GO)";"547546"
"Itapirapuã (GO)";"222269"
"Itapuranga (GO)";"553555"
"Itarumã (GO)";"324831"
"Itauçu (GO)";"219235"
