,Cidade,UF,Região,População,Pib
2206,PAULO RAMOS,MA,Nordeste,20341.0,20341.0
2207,PAVERAMA,RS,Sul,7978.0,7978.0
2208,PAVUSSU,PI,Nordeste,3628.0,3628.0
2209,PE DE SERRA,BA,Nordeste,13243.0,13243.0
2210,PECANHA,MG,Sudeste,17446.0,17446.0
2211,PEDRA,PE,Nordeste,22795.0,22795.0
2212,PEDRA AZUL,MG,Sudeste,24410.0,24410.0
2213,PEDRA BONITA,MG,Sudeste,7320.0,7320.0
2214,PEDRA BRANCA,CE,Nordeste,40187.0,40187.0
2215,PEDRA BRANCA,PB,Nordeste,3739.0,3739.0
2216,PEDRA BRANCA DO AMAPARI,AP,Norte,12847.0,12847.0
2217,PEDRA DO ANTA,MG,Sudeste,3311.0,3311.0
2218,PEDRA DO INDAIA,MG,Sudeste,4112.0,4112.0
2219,PEDRA DOURADA,MG,Sudeste,2757.0,2757.0
2220,PEDRA GRANDE,RN,Nordeste,3618.0,3618.0
2221,PEDRA LAVRADA,PB,Nordeste,6859.0,6859.0
2222,PEDRA MOLE,SE,Nordeste,2778.0,2778.0
2223,PEDRA PRETA,RN,Nordeste,2441.0,2441.0
2224,PEDRALVA,MG,Sudeste,10760.0,10760.0
2225,PEDRAS ALTAS,RS,Sul,2061.0,2061.0
2226,PEDRAS DE FOGO,PB,Nordeste,29662.0,29662.0
2227,PEDRAS DE MARIA DA CRUZ,MG,Sudeste,10433.0,10433.0
2228,PEDRAS GRANDES,SC,Sul,4245.0,4245.0
2229,PEDREIRAS,MA,Nordeste,37050.0,37050.0
2230,PEDRINHAS,SE,Nordeste,7396.0,7396.0
2231,PEDRINHAS PAULISTA,SP,Sudeste,2804.0,2804.0
2232,PEDRO AFONSO,TO,Norte,14055.0,14055.0
2233,PEDRO AVELINO,RN,Nordeste,6242.0,6242.0
2234,PEDRO DE TOLEDO,SP,Sudeste,11281.0,11281.0
2235,PEDRO DO ROSARIO,MA,Nordeste,24320.0,24320.0
2236,PEDRO II,PI,Nordeste,37894.0,37894.0
2237,PEDRO LAURENTINO,PI,Nordeste,2458.0,2458.0
2238,PEDRO LEOPOLDO,MG,Sudeste,62580.0,62580.0
2239,PEDRO OSORIO,RS,Sul,7484.0,7484.0
2240,PEDRO REGIS,PB,Nordeste,5766.0,5766.0
2241,PEDRO TEIXEIRA,MG,Sudeste,1810.0,1810.0
2242,PEDRO VELHO,RN,Nordeste,13824.0,13824.0
2243,PEIXE,TO,Norte,9317.0,9317.0
2244,PEIXE,BOI - PA,Desconhecido,8285.0,8285.0
2245,PEJUCARA,RS,Sul,3745.0,3745.0
2246,PENAFORTE,CE,Nordeste,8972.0,8972.0
2247,PENALVA,MA,Nordeste,32511.0,32511.0
2248,PENDENCIAS,RN,Nordeste,12278.0,12278.0
2249,PENHA,SC,Sul,33663.0,33663.0
2250,PENTECOSTE,CE,Nordeste,37813.0,37813.0
2251,PEQUERI,MG,Sudeste,3351.0,3351.0
2252,PEQUI,MG,Sudeste,4155.0,4155.0
2253,PERDIGAO,MG,Sudeste,12268.0,12268.0
2254,PERDOES,MG,Sudeste,21384.0,21384.0
2255,PEREIRO,CE,Nordeste,15274.0,15274.0
2256,PERI MIRIM,MA,Nordeste,11108.0,11108.0
2257,PERIQUITO,MG,Sudeste,6553.0,6553.0
2258,PERITIBA,SC,Sul,2992.0,2992.0
2259,PERITORO,MA,Nordeste,20479.0,20479.0
2260,PEROLA,PR,Sul,11878.0,11878.0
2261,PEROLA DOESTE,PR,Sul,,
2262,PEROLANDIA,GO,Centro-Oeste,2964.0,2964.0
2263,PESCADOR,MG,Sudeste,3570.0,3570.0
2264,PESCARIA BRAVA,SC,Sul,10190.0,10190.0
2265,PETROLANDIA,PE,Nordeste,34161.0,34161.0
2266,PETROLANDIA,SC,Sul,6716.0,6716.0
2267,PETROPOLIS,RJ,Sudeste,278881.0,278881.0
2268,PIACATU,SP,Sudeste,5519.0,5519.0
2269,PIANCO,PB,Nordeste,16441.0,16441.0
2270,PIAU,MG,Sudeste,2796.0,2796.0
2271,PICARRA,PA,Norte,12832.0,12832.0
2272,PICOS,PI,Nordeste,83090.0,83090.0
2273,PICUI,PB,Nordeste,18333.0,18333.0
2274,PIEDADE DE CARATINGA,MG,Sudeste,8529.0,8529.0
2275,PIEDADE DE PONTE NOVA,MG,Sudeste,3976.0,3976.0
2276,PIEDADE DO RIO GRANDE,MG,Sudeste,4604.0,4604.0
2277,PIEDADE DOS GERAIS,MG,Sudeste,5019.0,5019.0
2278,PIEN,PR,Sul,13655.0,13655.0
2279,PILAO ARCADO,BA,Nordeste,35357.0,35357.0
2280,PILAR,AL,Nordeste,35370.0,35370.0
2281,PILAR,PB,Nordeste,12311.0,12311.0
2282,PILAR DE GOIAS,GO,Centro-Oeste,2328.0,2328.0
2283,PILOES,PB,Nordeste,6815.0,6815.0
2284,PILOES,RN,Nordeste,2965.0,2965.0
2285,PILOEZINHOS,PB,Nordeste,5329.0,5329.0
2286,PIMENTA,MG,Sudeste,8563.0,8563.0
2287,PIMENTEIRAS,PI,Nordeste,11341.0,11341.0
2288,PINDOBA,AL,Nordeste,2731.0,2731.0
2289,PINDOBACU,BA,Nordeste,19083.0,19083.0
2290,PINGO,DAGUA - MG,Desconhecido,,
2291,PINHAL,RS,Sul,2959.0,2959.0
2292,PINHAL DA SERRA,RS,Sul,2248.0,2248.0
2293,PINHAL DE SAO BENTO,PR,Sul,2761.0,2761.0
2294,PINHAL GRANDE,RS,Sul,3805.0,3805.0
2295,PINHALAO,PR,Sul,6566.0,6566.0
2296,PINHALZINHO,SC,Sul,21972.0,21972.0
2297,PINHAO,PR,Sul,29886.0,29886.0
2298,PINHAO,SE,Nordeste,5677.0,5677.0
2299,PINHEIRINHO DO VALE,RS,Sul,4540.0,4540.0
2300,PINHEIRO,MA,Nordeste,84621.0,84621.0
2301,PINHEIRO MACHADO,RS,Sul,11214.0,11214.0
2302,PINHEIRO PRETO,SC,Sul,3473.0,3473.0
2303,PINTADAS,BA,Nordeste,10325.0,10325.0
2304,PINTO BANDEIRA,RS,Sul,2723.0,2723.0
2305,PINTOPOLIS,MG,Sudeste,7084.0,7084.0
2306,PIO IX,PI,Nordeste,17613.0,17613.0
2307,PIO XII,MA,Nordeste,21886.0,21886.0
2308,PIQUEROBI,SP,Sudeste,3264.0,3264.0
2309,PIQUET CARNEIRO,CE,Nordeste,16616.0,16616.0
2310,PIQUETE,SP,Sudeste,12490.0,12490.0
2311,PIRACEMA,MG,Sudeste,6700.0,6700.0
2312,PIRAI DO NORTE,BA,Nordeste,10974.0,10974.0
2313,PIRAMBU,SE,Nordeste,7913.0,7913.0
2314,PIRANGA,MG,Sudeste,17018.0,17018.0
2315,PIRANGUINHO,MG,Sudeste,9120.0,9120.0
2316,PIRAPEMAS,MA,Nordeste,17714.0,17714.0
2317,PIRAPO,RS,Sul,2260.0,2260.0
2318,PIRAPORA DO BOM JESUS,SP,Sudeste,18370.0,18370.0
2319,PIRAPOZINHO,SP,Sudeste,25348.0,25348.0
2320,PIRAQUE,TO,Norte,2282.0,2282.0
2321,PIRATUBA,SC,Sul,5769.0,5769.0
2322,PIRENOPOLIS,GO,Centro-Oeste,26690.0,26690.0
2323,PIRES FERREIRA,CE,Nordeste,10606.0,10606.0
2324,PIRIPIRI,PI,Nordeste,65538.0,65538.0
2325,PIRITIBA,BA,Nordeste,17566.0,17566.0
2326,PIRPIRITUBA,PB,Nordeste,9340.0,9340.0
2327,PITANGA,PR,Sul,33567.0,33567.0
2328,PITANGUI,MG,Sudeste,26685.0,26685.0
2329,PITIMBU,PB,Nordeste,16751.0,16751.0
2330,PIUM,TO,Norte,7128.0,7128.0
2331,PIUMA,ES,Sudeste,22300.0,22300.0
2332,PIUMHI,MG,Sudeste,36062.0,36062.0
2333,PLACAS,PA,Norte,18668.0,18668.0
2334,PLANALTO,PR,Sul,14374.0,14374.0
2335,PLANALTO,RS,Sul,10406.0,10406.0
2336,PLANALTO,SP,Sudeste,4389.0,4389.0
2337,PLANALTO ALEGRE,SC,Sul,2946.0,2946.0
2338,PLANALTO DA SERRA,MT,Centro-Oeste,3166.0,3166.0
2339,PLATINA,SP,Sudeste,3025.0,3025.0
2340,POCAO,PE,Nordeste,10500.0,10500.0
2341,POCAO DE PEDRAS,MA,Nordeste,17161.0,17161.0
2342,POCINHOS,PB,Nordeste,17469.0,17469.0
2343,POCO BRANCO,RN,Nordeste,12390.0,12390.0
2344,POCO DANTAS,PB,Nordeste,3830.0,3830.0
2345,POCO DAS ANTAS,RS,Sul,2171.0,2171.0
2346,POCO DE JOSE DE MOURA,PB,Nordeste,4006.0,4006.0
2347,POCO VERDE,SE,Nordeste,21794.0,21794.0
2348,POCOES,BA,Nordeste,48293.0,48293.0
2349,POCRANE,MG,Sudeste,8350.0,8350.0
2350,POMBAL,PB,Nordeste,32473.0,32473.0
2351,POMBOS,PE,Nordeste,27552.0,27552.0
2352,POMERODE,SC,Sul,34289.0,34289.0
2353,PONTALINA,GO,Centro-Oeste,18309.0,18309.0
2354,PONTE ALTA DO NORTE,SC,Sul,3210.0,3210.0
2355,PONTE BRANCA,MT,Centro-Oeste,2008.0,2008.0
2356,PONTE PRETA,RS,Sul,1575.0,1575.0
2357,PONTO CHIQUE,MG,Sudeste,3747.0,3747.0
2358,PONTO DOS VOLANTES,MG,Sudeste,10883.0,10883.0
2359,PORANGA,CE,Nordeste,12065.0,12065.0
2360,PORCIUNCULA,RJ,Sudeste,17288.0,17288.0
2361,PORECATU,PR,Sul,11624.0,11624.0
2362,PORTALEGRE,RN,Nordeste,7601.0,7601.0
2363,PORTEIRAS,CE,Nordeste,17050.0,17050.0
2364,PORTEIRINHA,MG,Sudeste,37438.0,37438.0
2365,PORTEL,PA,Norte,62503.0,62503.0
2366,PORTELANDIA,GO,Centro-Oeste,3280.0,3280.0
2367,PORTO,PI,Nordeste,12052.0,12052.0
2368,PORTO ALEGRE DO PIAUI,PI,Nordeste,2364.0,2364.0
2369,PORTO ALEGRE DO TOCANTINS,TO,Norte,2866.0,2866.0
2370,PORTO BARREIRO,PR,Sul,3110.0,3110.0
2371,PORTO CALVO,AL,Nordeste,24071.0,24071.0
2372,PORTO DA FOLHA,SE,Nordeste,26576.0,26576.0
2373,PORTO DE MOZ,PA,Norte,40597.0,40597.0
2374,PORTO DO MANGUE,RN,Nordeste,5228.0,5228.0
2375,PORTO ESTRELA,MT,Centro-Oeste,3224.0,3224.0
2376,PORTO FIRME,MG,Sudeste,10569.0,10569.0
2377,PORTO GRANDE,AP,Norte,17848.0,17848.0
2378,PORTO LUCENA,RS,Sul,4360.0,4360.0
2379,PORTO MAUA,RS,Sul,2142.0,2142.0
2380,PORTO REAL DO COLEGIO,AL,Nordeste,20082.0,20082.0
2381,PORTO RICO DO MARANHAO,MA,Nordeste,5954.0,5954.0
2382,PORTO VERA CRUZ,RS,Sul,1560.0,1560.0
2383,PORTO VITORIA,PR,Sul,3562.0,3562.0
2384,PORTO WALTER,AC,Norte,10735.0,10735.0
2385,PORTO XAVIER,RS,Sul,9938.0,9938.0
2386,POTENGI,CE,Nordeste,8833.0,8833.0
2387,POTIM,SP,Sudeste,20392.0,20392.0
2388,POTIRETAMA,CE,Nordeste,5974.0,5974.0
2389,POUSO ALTO,MG,Sudeste,6566.0,6566.0
2390,POUSO NOVO,RS,Sul,1739.0,1739.0
2391,POUSO REDONDO,SC,Sul,17123.0,17123.0
2392,PRACINHA,SP,Sudeste,2578.0,2578.0
2393,PRACUUBA,AP,Norte,3803.0,3803.0
2394,PRADO FERREIRA,PR,Sul,3709.0,3709.0
2395,PRADOS,MG,Sudeste,9048.0,9048.0
2396,PRAIA GRANDE,SC,Sul,8270.0,8270.0
2397,PRAIA NORTE,TO,Norte,9044.0,9044.0
2398,PRAINHA,PA,Norte,35577.0,35577.0
2399,PRANCHITA,PR,Sul,5737.0,5737.0
2400,PRATA,PB,Nordeste,3915.0,3915.0
2401,PRATA DO PIAUI,PI,Nordeste,3042.0,3042.0
2402,PRATANIA,SP,Sudeste,5126.0,5126.0
2403,PRESIDENTE BERNARDES,MG,Sudeste,4850.0,4850.0
2404,PRESIDENTE BERNARDES,SP,Sudeste,14490.0,14490.0
2405,PRESIDENTE CASTELLO BRANCO,SC,Sul,1689.0,1689.0
2406,PRESIDENTE CASTELO BRANCO,PR,Sul,4336.0,4336.0
2407,PRESIDENTE DUTRA,BA,Nordeste,15130.0,15130.0
2408,PRESIDENTE GETULIO,SC,Sul,20010.0,20010.0
2409,PRESIDENTE JANIO QUADROS,BA,Nordeste,12621.0,12621.0
2410,PRESIDENTE JUSCELINO,MA,Nordeste,11356.0,11356.0
2411,PRESIDENTE JUSCELINO,MG,Sudeste,3465.0,3465.0
2412,PRESIDENTE KENNEDY,ES,Sudeste,13696.0,13696.0
2413,PRESIDENTE KUBITSCHEK,MG,Sudeste,3071.0,3071.0
2414,PRESIDENTE MEDICI,MA,Nordeste,4696.0,4696.0
2415,PRESIDENTE NEREU,SC,Sul,2301.0,2301.0
2416,PRESIDENTE SARNEY,MA,Nordeste,17511.0,17511.0
2417,PRESIDENTE TANCREDO NEVES,BA,Nordeste,27734.0,27734.0
2418,PRESIDENTE VARGAS,MA,Nordeste,10549.0,10549.0
2419,PRESIDENTE VENCESLAU,SP,Sudeste,35201.0,35201.0
2420,PRIMAVERA,PA,Norte,10851.0,10851.0
2421,PRIMAVERA,PE,Nordeste,13838.0,13838.0
2422,PRIMEIRA CRUZ,MA,Nordeste,13614.0,13614.0
2423,PRINCESA,SC,Sul,2964.0,2964.0
2424,PRINCESA ISABEL,PB,Nordeste,21114.0,21114.0
2425,PROFESSOR JAMIL,GO,Centro-Oeste,3649.0,3649.0
2426,PROGRESSO,RS,Sul,5340.0,5340.0
2427,PROPRIA,SE,Nordeste,26618.0,26618.0
2428,PROTASIO ALVES,RS,Sul,2025.0,2025.0
2429,PRUDENTE DE MORAIS,MG,Sudeste,11466.0,11466.0
2430,PUGMIL,TO,Norte,2193.0,2193.0
2431,PUREZA,RN,Nordeste,9362.0,9362.0
2432,PUTINGA,RS,Sul,3747.0,3747.0
2433,PUXINANA,PB,Nordeste,14277.0,14277.0
2434,QUARAI,RS,Sul,23500.0,23500.0
2435,QUARTEL GERAL,MG,Sudeste,3179.0,3179.0
2436,QUATRO IRMAOS,RS,Sul,1552.0,1552.0
2437,QUATRO PONTES,PR,Sul,4480.0,4480.0
2438,QUEBRANGULO,AL,Nordeste,11080.0,11080.0
2439,QUEIMADA NOVA,PI,Nordeste,8738.0,8738.0
2440,QUEIROZ,SP,Sudeste,3265.0,3265.0
2441,QUELUZITO,MG,Sudeste,1770.0,1770.0
2442,QUEVEDOS,RS,Sul,2507.0,2507.0
2443,QUILOMBO,SC,Sul,11022.0,11022.0
2444,QUINTA DO SOL,PR,Sul,5001.0,5001.0
2445,QUINTANA,SP,Sudeste,7038.0,7038.0
2446,QUINZE DE NOVEMBRO,RS,Sul,3910.0,3910.0
2447,QUIPAPA,PE,Nordeste,17928.0,17928.0
2448,QUISSAMA,RJ,Sudeste,22393.0,22393.0
2449,QUITANDINHA,PR,Sul,18398.0,18398.0
2450,QUITERIANOPOLIS,CE,Nordeste,20213.0,20213.0
2451,QUIXABA,PB,Nordeste,1743.0,1743.0
2452,QUIXABA,PE,Nordeste,6554.0,6554.0
2453,QUIXABEIRA,BA,Nordeste,9461.0,9461.0
2454,QUIXELO,CE,Nordeste,15910.0,15910.0
2455,QUIXERAMOBIM,CE,Nordeste,82177.0,82177.0
2456,QUIXERE,CE,Nordeste,20874.0,20874.0
2457,RAFAEL FERNANDES,RN,Nordeste,5432.0,5432.0
2458,RAFAEL GODEIRO,RN,Nordeste,2934.0,2934.0
2459,RAMILANDIA,PR,Sul,4221.0,4221.0
2460,RANCHO ALEGRE,PR,Sul,3512.0,3512.0
2461,RANCHO QUEIMADO,SC,Sul,3279.0,3279.0
2462,RAPOSOS,MG,Sudeste,16279.0,16279.0
2463,RAUL SOARES,MG,Sudeste,23423.0,23423.0
2464,REALEZA,PR,Sul,19247.0,19247.0
2465,REBOUCAS,PR,Sul,14514.0,14514.0
2466,RECURSOLANDIA,TO,Norte,3421.0,3421.0
2467,REDENCAO,CE,Nordeste,27214.0,27214.0
2468,REDENCAO DA SERRA,SP,Sudeste,4494.0,4494.0
2469,REDENCAO DO GURGUEIA,PI,Nordeste,8394.0,8394.0
2470,REDUTO,MG,Sudeste,7848.0,7848.0
2471,REGENERACAO,PI,Nordeste,17133.0,17133.0
2472,RELVADO,RS,Sul,1796.0,1796.0
2473,REMIGIO,PB,Nordeste,17885.0,17885.0
2474,RENASCENCA,PR,Sul,6845.0,6845.0
2475,RERIUTABA,CE,Nordeste,18606.0,18606.0
2476,RESENDE COSTA,MG,Sudeste,11230.0,11230.0
2477,RESERVA,PR,Sul,24573.0,24573.0
2478,RESERVA DO CABACAL,MT,Centro-Oeste,2122.0,2122.0
2479,RESERVA DO IGUACU,PR,Sul,6553.0,6553.0
2480,RESSAQUINHA,MG,Sudeste,4548.0,4548.0
2481,RESTINGA SECA,RS,Sul,14939.0,14939.0
2482,RIACHAO,PB,Nordeste,2927.0,2927.0
2483,RIACHAO DO BACAMARTE,PB,Nordeste,4690.0,4690.0
2484,RIACHAO DO DANTAS,SE,Nordeste,18313.0,18313.0
2485,RIACHAO DO POCO,PB,Nordeste,4738.0,4738.0
2486,RIACHINHO,TO,Norte,3960.0,3960.0
2487,RIACHO DA CRUZ,RN,Nordeste,2701.0,2701.0
2488,RIACHO DE SANTANA,RN,Nordeste,4127.0,4127.0
2489,RIACHO DE SANTO ANTONIO,PB,Nordeste,1955.0,1955.0
2490,RIACHO DOS CAVALOS,PB,Nordeste,8493.0,8493.0
2491,RIACHO DOS MACHADOS,MG,Sudeste,8756.0,8756.0
2492,RIACHO FRIO,PI,Nordeste,4165.0,4165.0
2493,RIACHUELO,RN,Nordeste,7389.0,7389.0
2494,RIBEIRA DO PIAUI,PI,Nordeste,4055.0,4055.0
2495,RIBEIRAO CLARO,PR,Sul,12364.0,12364.0
2496,RIBEIRAO CORRENTE,SP,Sudeste,4608.0,4608.0
2497,RIBEIRAO DAS NEVES,MG,Sudeste,329794.0,329794.0
2498,RIBEIRAO DO LARGO,BA,Nordeste,9740.0,9740.0
2499,RIBEIRAO DO PINHAL,PR,Sul,13060.0,13060.0
2500,RIBEIRAO DOS INDIOS,SP,Sudeste,2025.0,2025.0
2501,RIBEIRAO GRANDE,SP,Sudeste,7450.0,7450.0
2502,RIBEIRAO VERMELHO,MG,Sudeste,4080.0,4080.0
2503,RIBEIRAOZINHO,MT,Centro-Oeste,2593.0,2593.0
2504,RIBEIRO GONCALVES,PI,Nordeste,6164.0,6164.0
2505,RINOPOLIS,SP,Sudeste,9259.0,9259.0
2506,RIO ACIMA,MG,Sudeste,10261.0,10261.0
2507,RIO AZUL,PR,Sul,14025.0,14025.0
2508,RIO BOM,PR,Sul,3197.0,3197.0
2509,RIO BONITO DO IGUACU,PR,Sul,13929.0,13929.0
2510,RIO BRANCO DO IVAI,PR,Sul,3808.0,3808.0
2511,RIO BRANCO DO SUL,PR,Sul,37558.0,37558.0
2512,RIO CASCA,MG,Sudeste,12789.0,12789.0
2513,RIO CLARO,RJ,Sudeste,17401.0,17401.0
2514,RIO DAS FLORES,RJ,Sudeste,8954.0,8954.0
2515,RIO DE CONTAS,BA,Nordeste,13184.0,13184.0
2516,RIO DO ANTONIO,BA,Nordeste,13146.0,13146.0
2517,RIO DO CAMPO,SC,Sul,6452.0,6452.0
2518,RIO DO OESTE,SC,Sul,7747.0,7747.0
2519,RIO DO PRADO,MG,Sudeste,4639.0,4639.0
2520,RIO DO SUL,SC,Sul,72587.0,72587.0
2521,RIO DOCE,MG,Sudeste,2484.0,2484.0
2522,RIO DOS CEDROS,SC,Sul,10865.0,10865.0
2523,RIO DOS INDIOS,RS,Sul,2835.0,2835.0
2524,RIO ESPERA,MG,Sudeste,5429.0,5429.0
2525,RIO FORTUNA,SC,Sul,4847.0,4847.0
2526,RIO GRANDE DO PIAUI,PI,Nordeste,5801.0,5801.0
2527,RIO MANSO,MG,Sudeste,5568.0,5568.0
2528,RIO NEGRINHO,SC,Sul,39261.0,39261.0
2529,RIO NEGRO,PR,Sul,31324.0,31324.0
2530,RIO NOVO,MG,Sudeste,8518.0,8518.0
2531,RIO NOVO DO SUL,ES,Sudeste,11069.0,11069.0
2532,RIO PARDO DE MINAS,MG,Sudeste,28271.0,28271.0
2533,RIO PIRACICABA,MG,Sudeste,14631.0,14631.0
2534,RIO PRETO,MG,Sudeste,5141.0,5141.0
2535,RIO PRETO DA EVA,AM,Norte,24936.0,24936.0
2536,RIO QUENTE,GO,Centro-Oeste,3864.0,3864.0
2537,RIO REAL,BA,Nordeste,35362.0,35362.0
2538,RIO RUFINO,SC,Sul,2397.0,2397.0
2539,RIO SONO,TO,Norte,4841.0,4841.0
2540,RIO TINTO,PB,Nordeste,24581.0,24581.0
2541,RIO VERMELHO,MG,Sudeste,12641.0,12641.0
2542,RIQUEZA,SC,Sul,4768.0,4768.0
2543,RITAPOLIS,MG,Sudeste,4994.0,4994.0
2544,RIVERSUL,SP,Sudeste,5599.0,5599.0
2545,ROCA SALES,RS,Sul,10418.0,10418.0
2546,ROCHEDO,MS,Centro-Oeste,5199.0,5199.0
2547,ROCHEDO DE MINAS,MG,Sudeste,2291.0,2291.0
2548,RODEIO,SC,Sul,12757.0,12757.0
2549,RODEIO BONITO,RS,Sul,6654.0,6654.0
2550,RODELAS,BA,Nordeste,10308.0,10308.0
2551,RODOLFO FERNANDES,RN,Nordeste,4242.0,4242.0
2552,ROLADOR,RS,Sul,2291.0,2291.0
2553,ROMARIA,MG,Sudeste,3386.0,3386.0
2554,ROMELANDIA,SC,Sul,4823.0,4823.0
2555,RONDA ALTA,RS,Sul,9777.0,9777.0
2556,RONDON DO PARA,PA,Norte,53143.0,53143.0
2557,ROQUE GONZALES,RS,Sul,6576.0,6576.0
2558,RORAINOPOLIS,RR,Norte,32647.0,32647.0
2559,ROSANA,SP,Sudeste,17440.0,17440.0
2560,ROSARIO,MA,Nordeste,38475.0,38475.0
2561,ROSARIO DA LIMEIRA,MG,Sudeste,4734.0,4734.0
2562,ROSARIO DO CATETE,SE,Nordeste,9295.0,9295.0
2563,ROSARIO DO IVAI,PR,Sul,5435.0,5435.0
2564,ROSARIO DO SUL,RS,Sul,36630.0,36630.0
2565,RUBELITA,MG,Sudeste,5679.0,5679.0
2566,RUBIACEA,SP,Sudeste,2700.0,2700.0
2567,RUBIATABA,GO,Centro-Oeste,19788.0,19788.0
2568,RUBIM,MG,Sudeste,10298.0,10298.0
2569,RUROPOLIS,PA,Norte,35769.0,35769.0
2570,RUSSAS,CE,Nordeste,72928.0,72928.0
2571,RUY BARBOSA,RN,Nordeste,3206.0,3206.0
2572,SABARA,MG,Sudeste,129380.0,129380.0
2573,SABINO,SP,Sudeste,5112.0,5112.0
2574,SABINOPOLIS,MG,Sudeste,14240.0,14240.0
2575,SABOEIRO,CE,Nordeste,13854.0,13854.0
2576,SAGRADA FAMILIA,RS,Sul,2480.0,2480.0
2577,SAGRES,SP,Sudeste,2474.0,2474.0
2578,SALDANHA MARINHO,RS,Sul,2575.0,2575.0
2579,SALESOPOLIS,SP,Sudeste,15202.0,15202.0
2580,SALETE,SC,Sul,7489.0,7489.0
2581,SALGADINHO,PB,Nordeste,3355.0,3355.0
2582,SALGADINHO,PE,Nordeste,5727.0,5727.0
2583,SALGADO DE SAO FELIX,PB,Nordeste,11505.0,11505.0
2584,SALGADO FILHO,PR,Sul,4075.0,4075.0
2585,SALGUEIRO,PE,Nordeste,62372.0,62372.0
2586,SALINAS DA MARGARIDA,BA,Nordeste,14987.0,14987.0
2587,SALINOPOLIS,PA,Norte,44772.0,44772.0
2588,SALITRE,CE,Nordeste,16633.0,16633.0
2589,SALMOURAO,SP,Sudeste,4808.0,4808.0
2590,SALOA,PE,Nordeste,13836.0,13836.0
2591,SALTINHO,SC,Sul,3632.0,3632.0
2592,SALTO DA DIVISA,MG,Sudeste,6110.0,6110.0
2593,SALTO DO ITARARE,PR,Sul,5192.0,5192.0
2594,SALTO DO JACUI,RS,Sul,10203.0,10203.0
2595,SALTO DO LONTRA,PR,Sul,15223.0,15223.0
2596,SALVADOR DAS MISSOES,RS,Sul,2877.0,2877.0
2597,SALVADOR DO SUL,RS,Sul,6879.0,6879.0
2598,SAMPAIO,TO,Norte,4215.0,4215.0
2599,SANANDUVA,RS,Sul,16399.0,16399.0
2600,SANCLERLANDIA,GO,Centro-Oeste,7918.0,7918.0
2601,SANDOLANDIA,TO,Norte,3723.0,3723.0
2602,SANDOVALINA,SP,Sudeste,3645.0,3645.0
2603,SANGAO,SC,Sul,12882.0,12882.0
2604,SANTA AMELIA,PR,Sul,3394.0,3394.0
2605,SANTA BARBARA,MG,Sudeste,30466.0,30466.0
2606,SANTA BARBARA DE GOIAS,GO,Centro-Oeste,6149.0,6149.0
2607,SANTA BARBARA DO LESTE,MG,Sudeste,8458.0,8458.0
2608,SANTA BARBARA DO MONTE VERDE,MG,Sudeste,3095.0,3095.0
2609,SANTA BARBARA DO SUL,RS,Sul,8122.0,8122.0
2610,SANTA BARBARA DO TUGURIO,MG,Sudeste,4208.0,4208.0
2611,SANTA BRANCA,SP,Sudeste,13975.0,13975.0
2612,SANTA BRIGIDA,BA,Nordeste,14965.0,14965.0
2613,SANTA CECILIA,PB,Nordeste,7670.0,7670.0
2614,SANTA CECILIA,SC,Sul,15546.0,15546.0
2615,SANTA CECILIA DO PAVAO,PR,Sul,3365.0,3365.0
2616,SANTA CECILIA DO SUL,RS,Sul,1674.0,1674.0
2617,SANTA CLARA DO SUL,RS,Sul,6887.0,6887.0
2618,SANTA CRUZ,PB,Nordeste,5947.0,5947.0
2619,SANTA CRUZ,PE,Nordeste,13841.0,13841.0
2620,SANTA CRUZ,RN,Nordeste,37313.0,37313.0
2621,SANTA CRUZ DA BAIXA VERDE,PE,Nordeste,11567.0,11567.0
2622,SANTA CRUZ DA VITORIA,BA,Nordeste,4681.0,4681.0
2623,SANTA CRUZ DE MINAS,MG,Sudeste,8109.0,8109.0
2624,SANTA CRUZ DE MONTE CASTELO,PR,Sul,8613.0,8613.0
2625,SANTA CRUZ DE SALINAS,MG,Sudeste,3910.0,3910.0
2626,SANTA CRUZ DO ARARI,PA,Norte,7445.0,7445.0
2627,SANTA CRUZ DO ESCALVADO,MG,Sudeste,4673.0,4673.0
2628,SANTA CRUZ DO PIAUI,PI,Nordeste,5831.0,5831.0
2629,SANTA CRUZ DO XINGU,MT,Centro-Oeste,2661.0,2661.0
2630,SANTA CRUZ DOS MILAGRES,PI,Nordeste,3435.0,3435.0
2631,SANTA EFIGENIA DE MINAS,MG,Sudeste,4039.0,4039.0
2632,SANTA FE DE GOIAS,GO,Centro-Oeste,4951.0,4951.0
2633,SANTA FE DE MINAS,MG,Sudeste,3522.0,3522.0
2634,SANTA FE DO ARAGUAIA,TO,Norte,7216.0,7216.0
2635,SANTA FILOMENA,PE,Nordeste,12106.0,12106.0
2636,SANTA FILOMENA,PI,Nordeste,6087.0,6087.0
2637,SANTA FILOMENA DO MARANHAO,MA,Nordeste,6697.0,6697.0
2638,SANTA HELENA,PB,Nordeste,5865.0,5865.0
2639,SANTA HELENA,PR,Sul,25492.0,25492.0
2640,SANTA HELENA,SC,Sul,2425.0,2425.0
2641,SANTA HELENA DE MINAS,MG,Sudeste,5938.0,5938.0
2642,SANTA INES,PB,Nordeste,3227.0,3227.0
2643,SANTA ISABEL DO RIO NEGRO,AM,Norte,14164.0,14164.0
2644,SANTA IZABEL DO OESTE,PR,Sul,14070.0,14070.0
